link_repository,titles,authors,years,abstracts_in,abstracts_en,keywords
http://etd.repository.ugm.ac.id/home/detail_pencarian/149117,ASURANSI JIWA UNIT LINK DENGAN JAMINAN MINIMUM MANFAAT KEMATIAN MENGGUNAKAN PENDEKATAN OPSI TIPE EROPA; UNIT-LINKED LIFE INSURANCE CONTRACT WITH MINIMUM DEATH BENEFIT GUARANTEE USING EUROPEAN OPTION APPROACH,"ADHA ROZAK, Gunardi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Kontrak asuransi jiwa unit-linked merupakan proteksi sekaligus investasi. Selain akan mendapat perlindungan dari suatu sebab tertentu yang merugikan, juga kita akan mendapat hasil investasi dari instrumen keuangan tertentu. Dewasa ini , perusahaan asuransi telah kreatif dalam mengkreasikan berbagai macam jaminan untuk ditambahkan ke dalam asuransi unit-linked murni, seperti pengembalian premi, asset garansi, asuransi renter, ratchet. Pada skripsi ini digunakan jaminan minimum kematian sebesar harga kontrak saham dengan pendekatan opsi tipe eropa. Sehingga jika harga saham ketika tertanggung jatuh, akan mendapatkan nilai kontrak dan sebaliknya jika harga saham melejit tinggi maka akan mendapatkan harga saham tersebut.",,Kata Kunci : N
http://etd.repository.ugm.ac.id/home/detail_pencarian/149377,PERBANDINGAN MODEL REGRESI NONPARAMETRIK SPLINE DAN REGRESI NONPARAMETRIK KERNEL; A COMPARISON OF MODELS NONPARAMETRIC REGRESSION SPLINE AND NONPARAMETRIC REGRESSION KERNEL,"Yuni Kurnia Purnamasari, Abdurakhman",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Analisis Regresi merupakan salah satu alat statistika yang banyak digunakan untuk mengetahui hubungan antara sepasang variable atau lebih. Analisis regresi dibagi dua yaitu regresi parametrik dan regresi nonparametrik. Regresi nonparametric memiliki beberapa metode smoothing, seperti regresi spline dan kernel. Tujuan utamanya adalah membandingkan kedua metode tersebut untuk mengestimasi model regresi nonparametrik. Data yang digunakan untuk membandingkan kedua metode tersebut yaitu data pertuumbuhanbalita.",,Kata Kunci : Regresi nonparametrik; regresi spline; regresi kernel.
http://etd.repository.ugm.ac.id/home/detail_pencarian/149122,APLIKASI MODEL ASYMMETRIC POWER GARCH (APGARCH) PADA KOMODITI EMAS (EMAS KAS DAN EMAS BERJANGKA); ASYMMETRIC POWER GARCH (APGARCH) MODEL APPLICATION ON GOLD COMMODITIES (GOLD CASH AND GOLD FUTURES),"Rani Nurindah R, Dedi Rosadi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Model asymmetric power GARCH (APGARCH) yang dikembangkan oleh Ding et al (1993) menjadi versi baru dalam keluarga ARCH di mana transformasi power digunakan pada data yang tidak berdistribusi normal. Model APGARCH memungkinkan adanya transformasi power dari semua harga positif sehingga memungkinkan adanya transformasi dengan ruang yang tak terbatas. Pada tugas akhir ini, model APGARCH yang diperkenalkan oleh Ding, Granger dan Engle (1993) dapat diterapkan pada enam permodelan pada data emas (emas kas 1984-2003, emas berjangka 1984-2003, data krisis emas kas 1987, data krisis emas berjangka 1987, data krisis emas kas 2001, dan data krisis emas berjangka 2001) di mana hampir semua variabel pada data tersebut tidak berdistribusi normal. Pergerakan fluktuasi harga emas di pasaran yang dipengaruhi variabel-variabel yang signifikan ini bisa dilihat melalui model asymmetric power GARCH (APGARCH).",,Kata Kunci : APGARCH
http://etd.repository.ugm.ac.id/home/detail_pencarian/149124,ESTIMASI EFISIENSI TEKNIS PADA FUNGSI PRODUKSI DENGAN PENDEKATAN STOKASTIK FRONTIER; ESTIMATION OF TECHNICAL EFFICIENCY IN PRODUCTION FUNCTION WITH STOCHASTIC FRONTIER APPROACH,"Endah Putrihadia, Dedi Rosadi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Efisiensi teknis merupakan kondisi yang cukup penting dalam sebuah perusahaan atau industri. Hal ini dikarenakan efisiensi teknis mencerminkan keberhasilan proses produksi dalam memaksimalkan output dengan diberikan sejumlah input. Dalam perkembangannya, banyak peneliti yang melakukan estimasi efisiensi teknis dengan berbagai macam metode. Salah satu diantaranya yang akan dibahas dalam skripsi ini adalah metode Stokastik Frontier. Berbeda dengan metode sebelumnya yaitu metode Ordinary Least Square dan Corrected Ordinary Least Square, Stokastik Frontier memiliki dua komponen galat yaitu galat yang berasal dari kesalahan acak dan galat yang berasal dari faktor-faktor lain yang masih bisa dikendalikan yang disebut galat inefisiensi. Berdasarkan studi kasus yang telah dilakukan, dengan mengambil data dari 12 jenis industri di Indonesia, didapatkan kesimpulan bahwa estimasi efisiensi teknis dengan menggunakan Stokastik Frontier memiliki hasil yang tidak berbeda dengan metode sebelumnya. Namun jika dilihat dari nilai jumlahan residual kuadratnya, Stokastik Frontier bisa dikatakan lebih baik. Disamping itu dengan menggunakan Stokastik Frontier bisa diidentifikasi ada tidaknya efek waktu dalam model.",,Kata Kunci : Stokastik Frontier; Efisiensi Teknis; Industri Indonesia
http://etd.repository.ugm.ac.id/home/detail_pencarian/149130,ANALISIS TEKNIKAL SAHAM DENGAN INDIKATOR GABUNGAN STOCHASTIC OSCILLATOR DAN EXPONENTIAL MOVING AVERAGE; STOCK TECHNICAL ANALYSIS USING COMBINED INDICATORS OF STOCHASTIC OSCILLATOR AND EXPONENTIAL MOVING AVERAGE,"Purry Nurina Oktaviany, Abdurakhman",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Analisis teknikal saham merupakan suatu metode analisis yang menggunakan pengujian atas harga di masa lampau untuk tujuan prediksi pergerakan harga di masa yang akan datang. Analisis teknikal saham baik digunakan para pelaku trading (trader) dalam membantu memberikan prediksi kapan waktu yang tepat untuk masuk dan keluar dari pasar saham. Terdapat berbagai macam indikator yang digunakan dalam analisis teknikal, salah satunya adalah Stochastic Oscillator. Stochastic Oscilator merupakan gabungan dari simple moving average yang memiliki sifat sensitivitas tinggi sehingga dapat menjadikannya suatu kekurangan, yaitu munculnya sinyal palsu. Skripsi ini akan membahas indikator gabungan stochastic oscillator dan exponential moving average yang dapat meminimalisir sinyal palsu tersebut dengan periode yang digunakan adalah 9, 14 25. Performa gabungan stochastic oscillator dan exponential moving average berdasar pada ketepatan sinyal lebih baik dibandingkan dengan stochastic oscillator biasa yang menggunakan simple moving average.",,Kata Kunci : Analisis teknikal; Stochastic Oscillator; Simple Moving Average; Exponential Moving Average
http://etd.repository.ugm.ac.id/home/detail_pencarian/148875,ANALISIS DATA MINING CUACA MENGGUNAKAN ATURAN ASOSIASI DAN REGRESI LOGISTIK KERNEL; WEATHER DATA MINING ANALYSIS USING ASSOCIATION RULES AND KERNEL LOGISTICS REGRESSION,"HEBNU PRIYAMBODO, Gunard",2013 | Skripsi | PROGRAM STUDI STATISTIKA,Pengetahuan tentang pola dan hubungan memegang peranan sangat penting dalam pengambilan kebijakan pada bidang pertanian. Tingkat curah hujan merupakan salah satu faktor yang mempengaruhi produktifitas tanaman komoditas pangan. Aturan asosiasi (association rule) dan Regresi logistik kernel (Kernel Rgresson Logistik) merupakan teknik data mining untuk membantu dalam pengambilan suatu keputusan. Pemanfaatan model dalam mengggambarkan suatu probabilitas serta menemukan aturan-aturan yang terjadi dalam data jumlah besar. Penulis melakukan penelitian terhadap data yang diperoleh dari Badan Meteorologi Klimatologi dan Geofisika (BMKG) serta Badan Pusan Statistik (BPS). Tugas akhir ini memberikan kesimpulan bahwa regresi logistik kernel dengan bantuan grafik dapat menghasilkan pola tingkat curah hujan serta gambaran pada bidang pertanian. Sedangkan association rule menghasilkan aturan-aturan tersembunyi yang terdapat dalam suatu data set.,,Kata Kunci : Curah hujan; Regresi logistik kernel; Aturan sosiasi; Data mining; Komoditas pangan; data set
http://etd.repository.ugm.ac.id/home/detail_pencarian/149387,PENENTUAN HARGA OBLIGASI CALLABLE DENGAN SUKU BUNGA BLACK DERMAN TOY MENGGUNAKAN POHON BINOMIAL; CALLABLE BOND PRICING WITH BLACK DERMAN TOY INTEREST RATE MODEL USING BINOMIAL TREE,"HELIDA HAERINI, Yunita Wulan Sari",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Suku bunga mempunyai peran penting dalam penentuan harga aset finansial, salah satunya adalah obligasi. Obligasi callable merupakan obligasi yang memberikan hak kepada penerbit untuk membeli kembali obligasi pada harga tertentu sepanjang umur obligasi tersebut. Digunakan metode pohon binomial dalam megestimasi harga obligasi. Untuk tingkat bunga yang konstan, tidaklah sulit untuk menentukan harga obligasi. Akan tetapi pada kenyataannya, pergerakan tingkat bunga berubah-ubah secara tidak pasti dan merupakan proses stokastik sehingga untuk mengamatinya diperlukan suatu model tingkat bunga stokastik. Dalam skripsi ini, digunakan suku bunga acuan model faktor tunggal dengan asumsi no-arbitrage yang dikembangkan pada tahun 1990 oleh Fischer Black, Emanuel Derman, dan William Toy dan diasumsikan bahwa suku bunga berdistribusi lognormal, yaitu suku bunga Black Derman Toy (BDT). Dalam suku bunga BDT digunakan bisection method untuk mencari nilai drift. Suku bunga BDT juga memasukkan unsur mean reversion di dalamnya. Pada penentuan pohon binomial, dilakukan pemodelan suku bunga terlebih dulu secara maju dan selanjutnya secara mundur dalam menentukan harga obligasi.",,Kata Kunci : suku bunga; obligasi callable; Black Derman Toy; bisection method; pohon binomial
http://etd.repository.ugm.ac.id/home/detail_pencarian/149388,PEMBENTUKAN PORTOFOLIO OPTIMAL MENGGUNAKAN METODE MEAN-EXTENDED-GINI; (OPTIMUM PORTFOLIO USING MEAN-EXTENDED-GINI METHOD),"Febrian Dwi Rahmawati, Herni Utami",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Metode Mean-Gini adalah alternative dari Mean-Variance klasik yang distribusi return-nya tidak harus berdistribusi normal seperti asumsi pada Mean- Variance. Pembentukan portofolio optimal dengan Mean-Gini telah terbukti lebih baik jika dibandingkan dengan Mean-Variance. Namun, metode Mean-Gini tidak memperhatikan preferensi investor. Investor dianggap memiliki tanggapan yang sama terhadap risiko. Metode Mean-Extended-Gini adalah perluasan dari Mean-Gini. Metode ini menarik bagi investor karena metode ini memperhatikan preferensi investorMean Extended Gini merupakan metode pembobotan portofolio yang cocok untuk investor yang menghindari risiko (risk averse). Investor diberikan beberapa pilihan besarnya Extended-Gini yang merupakan ukuran risiko pada berbagai tingkat (parameter risk averse). Kemudian nilai Extended-Gini yang merupakan fungsi tujuan diperoleh dengan teknik pemrograman non-linear yang dilakuan iterasi sedemikian hingga didapat bobot portofolio yang optimal pada berbagai tingkat . Pengalokasin dana didasarkan pada bobot optimal yang diperoleh pada berbagai tingkat Besarnya parameter yang dipilih adalah yang menghasilkan bobot yang memberikan keuntungan terbesar.",,Kata Kunci : portofolio; risk aversion; Extended-Gini; Generalized Reduced Gradient; Excel solver
http://etd.repository.ugm.ac.id/home/detail_pencarian/149134,MODEL JOINT FRAILTY UNTUK KEJADIAN BERULANG DAN KEJADIAN AKHIR (STUDI KASUS: RAWAT INAP KEMBALI PASIEN KANKER KOLOREKTAL ); JOINT FRAILTY MODEL FOR RECURRENT EVENTS AND TERMINAL EVENT (CASE STUDY: REHOSPITALIZATION OF PATIENTS WITH COLORECTAL CANCER),"Annisa Tiara Dewi, Zulaela",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Dalam studi klinis atau epidemiologi, subjek dapat berpotensi mengalami kejadian berulang. Jangka waktu untuk proses kejadian berulang individu tergantung pada kejadian akhir, seperti kematian. Seringkali terulangnya kejadian yang serius, dikaitkan dengan peningkatan risiko kematian. Model joint frailty adalah konsep pemodelan statistik yang tujuannya untuk menghitung heterogenitas yang disebabkan oleh kovariat-kovariat yang tidak teramati untuk kejadian berulang dan kejadian akhir. Model joint frailty ini juga merupakan model alternatif dari model regresi Cox. Efek random i? (frailties) diasumsikan independen. Densitas frailty gamma di sini diadopsi dengan mean 1 dan variansi ?. Nilai frailty yang lebih tinggi akan menghasilkan risiko perulangan yang lebih tinggi dan risiko kematian yang lebih tinggi pula.",,Kata Kunci : model joint frailty; kejadian berulang; kejadian akhir.
http://etd.repository.ugm.ac.id/home/detail_pencarian/149390,METODE FUZZY ANALYTICAL HIERARCHY PROCESS DALAM PENGAMBILAN KEPUTUSAN PENYALURAN KREDIT (Studi Kasus Penyaluran Kredit pada PD. BPR BKK Kebumen Cabang Puring) FUZZY ANALYTICAL HIERARCHY PROCESS METHOD IN DECISION MAKING CREDIT DISTRIBUTION (Case Study of Credit Distribution in PD. BPR BKK Kebumen Cabang Puring);,"EKA SETYANINGSIH, Gunardi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Bank merupakan badan usaha yang menghimpun dana dari masyarakat dalam bentuk simpanan dan menyalurkannya kepada masyarakat dalam bentuk kredit ataupun bentuk-bentuk lainnya. Seiring dengan perjalanan waktu sesudah kredit direalisasikan, tidak dapat dipungkiri bank akan dihadapkan pada permasalahan risiko, yaitu risiko kredit bermasalah. Misalnya saja ketidakmampuan untuk membayar bunga dan ketidakmampuan mengembalikan kreditnya pada saat jatuh tempo. Oleh sebab itu bank harus bisa mengambil keputusan yang tepat dan efektif dalam penyaluran kredit kepada calon debitur. Terkait dengan hal di atas, maka metode Analytical Hierarchy Process (AHP) dapat digunakan untuk membantu menyelesaikan masalah tersebut. AHP digunakan manakala keputusan yang diambil melibatkan banyak faktor, dimana pengambil keputusan mengalami kesulitan dalam membuat bobot setiap faktor tersebut. Dengan demikian AHP dapat memecahkan suatu situasi yang kompleks, tidak terstruktur ke dalam beberapa komponen dalam susunan yang hirarki, dengan memberi nilai subjektif tentang pentingnya setiap variable secara relative, dan menetapkan variable mana yang memiliki prioritas paling tinggi guna mempengaruhi hasil pada situasi tersebut. Meskipun demikian penggunaan AHP dalam permasalahan Multi Criteria Decision Making (MCDM) sering dikritisi suhubungan dengan kurang mampunya pendekatan AHP untuk mengatasi faktor ketidakpresisian yang dialami oleh pengambil keputusan ketika harus memberikan nilai yang pasti dalam matriks perbandingan berpasangan. Oleh karena itu, untuk mengatasi kelemahan AHP yang ada maka dikembangkan suatu metode yang disebut Fuzzy AHP. Metode Fuzzy AHP merupakan penggabungan antara metode AHP dengan pendekatan Fuzzy",,Kata Kunci : Analytic Hierarchy Process; Himpunan Fuzzy; Fuzzy Analytic Hierarchy Process
http://etd.repository.ugm.ac.id/home/detail_pencarian/149140,CREDIT SCORING MENGGUNAKAN ANALISIS REGRESI COX; CREDIT SCORING USING COX REGRESSION ANALYSIS,"WIRDA ARDANTI, Dedi Rosadi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,Kredit merupakan hal penting pada negara yang sedang berkembang. Kredit yang bermasalah dapat mengganggu keuangan bank maupun perusahaan tersebut. Bank dapat menyaring debiturnya agar tidak terjadi kredit macet. Hal ini dapat dilakukan dengan mengukur kemungkinan debitur akan mengembalikan pinjamannya dengan lancar atau tidak. Kejadian debitur gagal membayar kembali pinjamannya dikenal dengan istilah default. Salah satu cara untuk mengantisipasi terjadinya default dapat menggunakan metode yang disebut credit scoring. Alat yang digunakan untuk memodelkan credit scoring yaitu Analisis Regresi Cox. Kelebihan memodelkan credit scoring dengan menggunakan analisis regresi cox adalah mengetahui waktu dimana debitur akan mengalami default.,,Kata Kunci : Kredit; Analisis Risiko Kredit; Credit Scoring; Analisis Survival; Analisis Regresi Cox
http://etd.repository.ugm.ac.id/home/detail_pencarian/148890,PEMODELAN PERSAMAAN REGRESI SPLINE KUADRATIK DENGAN MENENTUKAN TITIK - TITIK KNOT YANG OPTIMAL (Studi Kasus Pertambahan Persentase Penduduk dengan Persentase Penerimaan Tenaga Kerja Baru);,"TRI EFENDI, Zulaela",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Analisis regresi digunakan untuk melihat pengaruh variabel prediktor terhadap variabel respon dengan sebuah kurva regresi. Pendekatan yang digunakan untuk menentukan kurva regresi yaitu pendekatan parametrik dan nonparametrik. Regresi spline merupakan salah satu model pendekatan kearah pengepasan data dengan tetap memperhitungkan kemulusan kurva regresi, yang merupakan modifikasi dari fungsi polynomial tersegmen. Bentuk estimator spline sangat di pengaruhi oleh nilai parameter penghalus ? yang pada hakekatnya adalah penentuan lokasi titik – titik knot. Pemilihan ? optimal merupakan persoalan yang sangat penting dalam estimasi regresi spline. Model regresi spline kuadratik diterapkan pada suatu study kasus mengenai persentase pertumbuhan penduduk Indonesia dan persentase penerimaan tenaga kerja baru di Indonesia dengan memilih nilai MSE dan GCV( Generalized Cross Validation ) yang optimum",,Kata Kunci : PEMODELAN; PERSAMAAN REGRESI; SPLINE KUADRATIK; TITIK - TITIK KNOT
http://etd.repository.ugm.ac.id/home/detail_pencarian/149146,PORTOFOLIO OPTIMAL MENGGUNAKAN CAPITAL ASSET PRICING MODEL DENGAN KEYAKINAN HETEROGEN;,"ATHIKAH DIAN ALFARIZY, Dedi Rosadi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Investasi merupakan suatu bentuk penanaman modal dengan harapan nantinya akan mendapatkan keuntungan. Semakin tinggi pengaharapan investor akan keuntungan, semakin tinggi pula risiko yang dihadapi. Untuk dapat meminimalkan risiko dalam investasi, investor dapat melakukan portofolio (diversifikasi) saham yaitu dengan melakukan investasi pada banyak saham sehingga risiko kerugian pada satu saham dapat ditutup dengan keuntungan pada saham yang lainnya. Salah satu model faktor tunggal yang dapat digunakan untuk mencari bobot masingmasing saham pada portofolio adalah Capital Asset Pricing Model (CAPM) yang didasarkan pada asumsi bahwa investor memiliki keyakinan yang homogen tentang mean dan kovariansi aset berisiko. Asumsi ini telah diperdebatkan oleh banyak pihak dari tahun ke tahun, karena dinilai tidak realistis dan tidak sesuai dengan pasar yang sebenarnya, di mana setiap investor memiliki keyakinan yang berbeda-beda akan keuntungan dan risiko di periode mendatang. Maka, dicari portofolio saham dengan menggunakan CAPM dengan asumsi keyakinan investor yang heterogen untuk dibandingkan tingkat keuntungan dan risikonya dengan portfolio yang dicari dengan menggunakan CAPM pada asumsi homogen. Sehingga didapatkan bahwa portofolio yang didapatkan saat mengasumsikan pasar heterogen, menghasilkan pengembalian yang lebih besar dan risiko yang lebih kecil.",,Kata Kunci : Saham; Portofolio; CAPM; Keyakinan Heterogen; Return; Aset Bebas Risiko
http://etd.repository.ugm.ac.id/home/detail_pencarian/149405,REGRESI POISSON DENGAN EFEK RANDOM UNTUK DATA BERKELOMPOK; POISSON REGRESSION WITH EFFECT RANDOM FOR GROUPED DATA,"SHINTA DWI RATNASARI, Sardjono",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Regresi Poisson adalah suatu teknik analisis regresi dimana variabel dependen adalah cacah (count, frequency) sedangkan untuk variabel independen berbentuk kuantitatif (kontinu atau cacah) dan kualitatif (dummy atau kategorik). Pada umumnya, regresi Poisson memiliki ekspektasi (mean) dan variansi yang sama (equidispersi). Namun, seringkali dilapangan ditemukan data dengan variansi lebih besar dari pada ekspektasi (mean) yang disebut dengan overdispersi (Var(Y) > E(Y)). Selain itu, beberapa kasus memiliki tipe data berkelompok dan memiliki korelasi dalam kelompok. Jika dalam kondisi tersebut diaplikasikan regresi Poisson standar maka akan menghasilkan analisis yang tidak tepat. Sehingga untuk mengatasi permasalahan overdispersi dan korelasi didalam kelompok diperlukan metode alternatif lain untuk menyelesaikan masalah tersebut. Untuk mengatasi kesulitan yang ada pada data, akhirnya muncul metode yang dilakukan oleh Seco dan Aubyn (2003) dalam jurnalnya A Random – Effect Log – Linear Model with Poisson Distributions. Skripsi ini mencoba mengimplementasikan metode yang terdapat pada jurnal untuk memecahkan masalah overdispersi dan korelasi di dalam kelompok.Pada jurnal tersebut dijelaskan model untuk mengatasi masalah overdispersi dan masalah korelasi didalam kelompok. Untuk mengestimasi parameter dalam model, digunakan metode IRGLS (Iteratively reweighted Generalized Least Square).",,Kata Kunci : regresi poisson; efek random; data berkelompok; Iteratively reweighted Generalized Least Square.
http://etd.repository.ugm.ac.id/home/detail_pencarian/148898,ESTIMASI NILAI DATA HILANG PADA REGRESI LINEAR SEDERHANA MENGGUNAKAN ALGORITMA EKSPEKTASI MAKSIMISASI; Estimate Value of Missing Data in a Simple Linear Regression using Expectation Maximization Algortihm,"ANASTASIA SEKAR NATALIA, Zulaela",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Dalam analisis regresi tentu saja data adalah elemen penting, karena data tersebut nantinya akan dijadikan bahan yang diolah untuk penarikan kesimpulan. Sehingga data tersebut diharapkan adalah data yang baik, yakni dapat menggambarkan keadaan yang sebenarnya dari objek pengamatan. Namun tidak jarang data yang tersedia tidak lengkap. Jika data yang hilang hanya sebagian kecil dari jumlah data yang ada, data hilang tersebut dapat diabaikan. Namun, jika data yang hilang cukup banyak dan tidak memungkinkan untuk mengulang proses pengumpulan data, harus dilakukan cara lain untuk dapat mengurangi resiko tersebut. Alternatif yang dapat dilakukan adalah dengan memperkirakan nilai dari data yang hilang tersebut. Sehingga pada skripsi kali ini akan diperkenalan metode estimasi dengan menggunakan iterasi algoritma Ekspektasi Maksimisasi. Pembahasan akah diakhiri dengan studi kasus mengenai perkiraan nilai data hilang pada variabel penjelas atau promosi.",,Kata Kunci : regresi linear; data hilang; ekspektasi maksimisasi
http://etd.repository.ugm.ac.id/home/detail_pencarian/148390,ANALISIS REGRESI ROBUST menggunakan PEMBOBOT WELSCH dan PEMBOBOT HAMPEL; ANALYSIS of ROBUST REGRESSION using WEIGHTED WELSCH and WEIGHTED HAMPEL,"RICKY JOSUA SIMANJUNTAK, Zulaela",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Dalam beberapa studi kasus yang ditemukan saat melakukan penelitian, kita sering menjumpai adanya data yang memiliki pencilan. Untuk melakukan analisis regresi dengan data tersebut, maka kita dapat melakukan analisis regresi robust. Analisis ini memiliki beberapa metode dan banyak fungsi yang dapat digunakan untuk mencari parameter koefisien untuk variabel independen dalam menentukan variabel dependen. Salah satu metode yang dapat digunakan adalah Estimasi-S. Metode estimasi-S memiliki breakdown point yang tinggi (50%) dan fungsi yang digunakan adalah fungsi dengan pembobot welsch dan pembobot hampel. Laporan skripsi kali ini bertujuan untuk membandingkan kedua fungsi tersebut dengan menggunakan estimasi S serta membandingkan pula dengan metode kuadrat terkecil (dengan/ tanpa pencilan). Data yang digunakan dalam studi kasus laporan skripsi ini adalah data kualitas air dari Laporan Hasil Uji di Balai Laboratorium Kesehatan Yogyakarta dengan periode pada tahun 2012.",,Kata Kunci : Pencilan; Analisis Regresi Robust; Estimasi-S; Pembobot Welsch; Pembobot Hampel
http://etd.repository.ugm.ac.id/home/detail_pencarian/149415,MODEL REGRESI ZERO INFLATED NEGATIVE BINOMIAL; ZERO INFLATED NEGATIVE BINOMIAL REGRESSION MODEL,"TRI MARTINI, Suryo Guritno",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Regresi Poisson digunakan untuk menganalisis hubungan antara variabel independen dengan variabel dependen yang berupa data diskrit atau cacah. Regresi Poisson mengasumsikan bahwa nilai mean dan variansi pada variabel dependen mempunyai nilai yang sama. Akan tetapi, dalam penerapannya sering terjadi overdispersi. Overdispersi adalah kondisi dimana nilai variansi pada variabel dependen lebih besar dari nilai mean pada variabel dependen. Overdispersi dapat terjadi karena banyaknya jumlah observasi yag bernilai nol (excess zeros) pada variabel dependen. Salah satu penanganan overdispersi yang disebabkan oleh banyaknya jumlah observasi yang bernilai nol (excess zeros) pada variabel dependen adalah dengan menggunakan model regresi Zero Inflated Negative Binomial (ZINB). Estimasi parameter regresi ZINB dapat dilakukan dengan menggunakan EM algoritma. Uji kelayakan model dilakukan dengan menggunakan Likelihood Ratio Test. Dari hasil penelitian menunjukkan bahwa pemodelan regresi ZINB lebih baik dibandingkan menggunakan regresi Poisson dan ZIP.",,Kata Kunci : regresi poisson; overdispersi; excess zeros; ZINB; EM algoritma; ZIP
http://etd.repository.ugm.ac.id/home/detail_pencarian/149169,REGRESI TERBOBOTI GEOGRAFIS BAYES; BAYESIAN GEOGRAPHICALLY WEIGHTED REGRESSION,"MAULIA DARMASTUTI, Gunardi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Bayesian Geographically Weighted Regression merupakan pendekatan regresi spasial dimana masing-masing variabel diberikan bobot sesuai dengan jarak antar lokasi pengamatan. Selain itu, analisis Bayesian Geographically Weighted Regression dapat menangani masalah pencilan atau ragam tidak konstan antar amatan yang belum tertangani oleh analisis Geographically Weighted Regression. Dengan memasukkan beberapa nilai prior, akan didapatkan model terbaik untuk data spasial yang memiliki efek heteroskedastik. Bobot yang digunakan untuk analisis regresi geografis ini antara lain Gaussian Kernel, Bisquare Kernel, Adaptive Bisquare Kernel, dan Adaptive Gaussian Kernel. Untuk menghitung bobot, diperlukan bandwidth yang merupakan ukuran jarak fungsi pembobot dan sejauh mana pengaruh lokasi terhadap lokasi lain, dimana nilai bandwidth optimal dapat diperoleh dengan Cross Validation (CV).",,"Kata Kunci : Gaussian Kernel; Bisquare Kernel; Adaptive Bisquare Kernel; dan Adaptive Gaussian Kernel, Bandwidth, Geographically Weighted Regression, Bayesian Geographically Weighted Regression; prior; Gibbs Sampling"
http://etd.repository.ugm.ac.id/home/detail_pencarian/148661,ANALISIS CHURN PADA PELANGGAN TELEKOMUNIKASI MENGGUNAKAN ALGORITMA C4.5; TELECOMMUNICATIONS CUSTOMERCHURN ANALYSIS USING C4.5 ALGORITHM,"Lintang Gustika Paratu, Dedi Rosadi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Industri telekomunikasi seluler telah berkembang pesat, persaingan antar provider menjadi sangat ketat. Dibutuhkan alat analisis yang akurat untuk mempertahankan pelanggan lama bersamaan dengan mendapatkan pelanggan yang baru. Pada prakteknya mendapatkan pelanggan baru membutuhkan cara yang lebih susah daripada mempertahankan, membutuhkan biaya yang lebih besar, dan cara yang lebih atraktif. Pada skripsi ini akan dibahas bagaimana analisis untuk mengetahui pelanggan yang bagaimana yang akan pindah (churn) dari provider tersebut, sehingga lebih lanjut akan ditentukan mana pelanggan yang akan dipertahankan oleh provider tersebut. Dalam skripsi ini akan menggunakan alat analisis pengklasifikasian dengan nama Algoritma C4.5. Algoritma C4.5 ini dirasa cukup akurat untuk mengklasifikasikan apakah pelanggan akan pindah (churn) atau tidak dengan tampilan pohon keputusan agar mudah dipahami kebanyakan orang pada umumnya.",,Kata Kunci : Telco-Churn; Algoritma C4.5; pohon keputusan; data mining; model klasifikasi
http://etd.repository.ugm.ac.id/home/detail_pencarian/149174,REGRESI ROBUST dengan ESTIMASI - S; ROBUST REGRESSION with S - ESTIMATION,"Muhammad Helmi Hakim, Sri Haryatmi",2013 | Skripsi | PROGRAM STUDI STATISTIKA,"Pencilan dapat memengaruhi estimator kuadrat terkecil, maka kita dapat menggunakan regresi robust dan salah satu metodenya adalah estimasi-S. Metode ini menemukan suatu garis yang meminimalkan estimasi robust dari sakala residualnya. Metode ini mempunyai breakdown point yang tinggi (50%), dan robust terhadap pencilan pada respon. Studi kasus diberikan untuk mengilustrasikan pendeteksian pencilan, menemukan estimator kuadrat terkecil dan estimator-S, dan membandingkan standard error dari model regresi untuk menemukan model regresi terbaik antara estimasi kuadrat terkecil dan estimasi-S. Data yang digunakan pada studi kasus adalah kualitas air dari Laporan Hasil Uji di Balai Laboratorium Kesehatan Yogyakarta dengan periode pada tahun 2012.",,Kata Kunci : Pencilan; Regresi robust ; Estimasi-S; Breakdown point; Standard error.
